Requirement_ID,Requirement_Text,Relevant_Transition_ActionId_Concrete,Relevant_Transition_ActionId_Abstract,Transition_Notes,Relevant_Widget_AbstractID,Relevant_Widget_ConcreteID,Relevant_Widget_Selector,Relevant_Widget_Text,Relevant_Widget_Tag,Relevant_Widget_Href,Widget_Notes,Relevance_Type
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAb7fut622178930588,WC1fsvd5i2d33434357471,[data-test='category-01KKVSEJTJKPAPKX17STZ6FHA9'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAb7fut622178930588,WCdwqxpe2d32379754958,[data-test='category-01KKVSEJTJKPAPKX17STZ6FHA9'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAb7fut622178930588,WCmfis7w2d31100140885,[data-test='category-01KKVSEJTJKPAPKX17STZ6FHA9'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAb7fut622178930588,WC1ew554o2d33515232781,[data-test='category-01KKVSEJTJKPAPKX17STZ6FHA9'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAb7fut622178930588,WC1jl9mvv2cc961375953,[data-test='category-01KKVSEJTJKPAPKX17STZ6FHA9'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAb7fut622178930588,WCriklge2d31869393482,[data-test='category-01KKVSEJTJKPAPKX17STZ6FHA9'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",AC18ic2yc752634295261,WAtz2lwp221935186478,,WAtz2lwp221935186478,WCdc3iet2d32502917537,[data-test='category-01KKVSEJTK43S9VYQESW7148HV'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",AC1a3t2m6752537636718,WAtz2lxd223854515393,,WAtz2lxd223854515393,WC1wgpkuz2d32330470727,[data-test='category-01KKVSEJTK43S9VYQESW7148J0'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lxd223854515393,WC1cn730k2d31567789830,[data-test='category-01KKVSEJTK43S9VYQESW7148J0'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lxd223854515393,WCm2kwdf2d33603672362,[data-test='category-01KKVSEJTK43S9VYQESW7148J0'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lxd223854515393,WC1jo56lk2d3569296249,[data-test='category-01KKVSEJTK43S9VYQESW7148J0'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lxd223854515393,WCqaslny2d3896834498,[data-test='category-01KKVSEJTK43S9VYQESW7148J0'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lxd223854515393,WC4pxuzj2d32615646010,[data-test='category-01KKVSEJTK43S9VYQESW7148J0'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lxd223854515393,WC1gdhdad2d3583518484,[data-test='category-01KKVSEJTK43S9VYQESW7148J0'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lxd223854515393,WC1b3ycv62cc2295721806,[data-test='category-01KKVSEJTK43S9VYQESW7148J0'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",AC1puqalj743844461174,WAtz2lwn222639723266,,WAtz2lwn222639723266,WCdd7fzq2d33604653805,[data-test='category-01KKVSEJTK43S9VYQESW7148HT'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lwn222639723266,WC1mjg5n2d376347332,[data-test='category-01KKVSEJTK43S9VYQESW7148HT'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lwn222639723266,WC1a31bhm2d32785631616,[data-test='category-01KKVSEJTK43S9VYQESW7148HT'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lwn222639723266,WC1w9uhic2d32593767324,[data-test='category-01KKVSEJTK43S9VYQESW7148HT'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lwn222639723266,WC12whwkq2d32805423185,[data-test='category-01KKVSEJTK43S9VYQESW7148HT'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lwn222639723266,WC1vd49hi2d32276175694,[data-test='category-01KKVSEJTK43S9VYQESW7148HT'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lwn222639723266,WC114p9l2cc281893178,[data-test='category-01KKVSEJTK43S9VYQESW7148HT'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAtz2lwn222639723266,WC17zjpt82d31690160439,[data-test='category-01KKVSEJTK43S9VYQESW7148HT'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",AC1x7dagx634186229307,WAtz2lwr222497754921,,WAtz2lwr222497754921,WC159xbns2d3844715918,[data-test='category-01KKVSEJTK43S9VYQESW7148HX'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",ACu4n0yi643017631228,WA9ni1zz223723448516,,WA9ni1zz223723448516,WCrmcv982ca2915466487,[data-test='category-01KKVWWD9PQDZVGEBMDNTZHGRA'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WA9ni1zz223723448516,WCg94yj92ca1593630156,[data-test='category-01KKVWWD9PQDZVGEBMDNTZHGRA'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WA9ni1zz223723448516,WCi5i1eb2ca3392256508,[data-test='category-01KKVWWD9PQDZVGEBMDNTZHGRA'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",AC10z7r2e743407473705,WAkn7hbb221447334960,,WAkn7hbb221447334960,WCd3cfme2d3614714973,[data-test='category-01KKVWWD9ZJ2Q2B86KB2DG743C'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAkn7hbb221447334960,WCxih8ie2d3867857873,[data-test='category-01KKVWWD9ZJ2Q2B86KB2DG743C'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAkn7hbb221447334960,WCo1menh2d33687911154,[data-test='category-01KKVWWD9ZJ2Q2B86KB2DG743C'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",AC8rmf2x623646839333,WAkn7hav22104981772,,WAkn7hav22104981772,WCucd6d72d3298572190,[data-test='category-01KKVWWD9ZJ2Q2B86KB2DG7433'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAkn7hav22104981772,WC7wjo8f2d3430988721,[data-test='category-01KKVWWD9ZJ2Q2B86KB2DG7433'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WAkn7hav22104981772,WCsegw0p2d31092326466,[data-test='category-01KKVWWD9ZJ2Q2B86KB2DG7433'],,input,,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC1x6keg4491598975176,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,<1 unique widget,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC1i20ojr492653189425,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,<1 unique widget,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC1ffqgaa493133281881,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,<1 unique widget,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACtabt6t4a563396885,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,<1 unique widget,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC9iii2b4a1608877,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.active,Home,a,/,<1 unique widget,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACyuefu5482885714552,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.active,Home,a,/,<1 unique widget,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC1xknici4a2423595434,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,<1 unique widget,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC257nbc473729179930,WA1d577mz132422608066,,WA1d577mz132422608066,WCb8dm8w293857105036,.active,Home,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC15usz04593580401780,WA1d577mz132422608066,,WA1d577mz132422608066,WC2ubg2i29314146014,.nav-link.active,Home,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1jeh7dx2931174468316,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC19oxfqi2932407199309,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1wbll1d2931413584291,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1atae4n2934270009514,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1gv5r8o293452259179,[aria-current],Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCza6j0j2932690570997,[aria-current],Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WClf19gm29341296515,.nav-link.active,Home,a,/,<1 unique widget,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WClf19gm29341296515,.active,Home,a,/,<1 unique widget,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCtuuq3s293964773306,.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCiuzi672932629092301,.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCzr8dzu2934160021619,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1udwl7l2933090527971,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1p6iqn32931106792915,.nav-link.active,Home,a,/,<1 unique widget,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1p6iqn32931106792915,.active,Home,a,/,<1 unique widget,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1ubpt0d2933354263639,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC1bjergf2933337423698,.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCp2t0qk2931496113433,.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACosnp747b1251605712,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WC1bjj89d2a23557828889,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACmo0qyu683212425616,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WCf1wxt62a1643022648,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC1i6zalc7a1554423526,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WCkzo7kc2a22087054634,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACrvrb456a3109322640,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WCup25ls2a33514053022,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC1aedcel673600990595,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WCf1wxt62a1643022648,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACy5j75b6779712422,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WCf1wxt62a1643022648,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WCo8rg6t2a22481115147,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WCcilhnx2a1721198562,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WC1esmgvu2a23209694887,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WClmqs7l2a2864826390,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WC1pummsw2a22043667677,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WCmcx5yx2a21067791847,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WCz9cnit2a21326472369,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WCxdidax2a21679913807,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WCj8wgxj2a24103957443,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WCmr1672a21251438152,.navbar-brand,,a,/,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC162t03u713792672099,WA1of8unh29546198554,,WA1of8unh29546198554,WCm3byrh2c21618553248,[data-test='product-01KKVP0P7C8MFBW398YT5R4405'],,a,/product/01KKVP0P7C8MFBW398YT5R4405,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1of8unh29546198554,WCqi5nhs2c3698565649,[data-test='product-01KKVP0P7C8MFBW398YT5R4405'],,a,/product/01KKVP0P7C8MFBW398YT5R4405,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1of8unh29546198554,WC10tk7kd2c13013973653,[href='\\/product\\/01KKVP0P7C8MFBW398YT5R4405'],,a,/product/01KKVP0P7C8MFBW398YT5R4405,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1of8unh29546198554,WC4ex0cc2c21812146681,[data-test='product-01KKVP0P7C8MFBW398YT5R4405'],,a,/product/01KKVP0P7C8MFBW398YT5R4405,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAsnbwqi194048542453,WC16v5us12bb1742953693,[alt='Belt\\ Sander'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAsnbwqi194048542453,WCtsz2lg2bc1018395856,[alt='Belt\\ Sander'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAsnbwqi194048542453,WC1duspp52ba2282213576,[alt='Belt\\ Sander'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAsnbwqi194048542453,WC184m7xu2bb1546422725,[alt='Belt\\ Sander'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAsnbwqi194048542453,WCdxznq12bb2344170580,[alt='Belt\\ Sander'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC12778qi742852535942,WAk1vp3e3b4028342837,,WAk1vp3e3b4028342837,WC1l4m2ur2d31226969502,[data-test='product-01KKVP0P200EKPFMRVMTV0TFHQ'],,a,/product/01KKVP0P200EKPFMRVMTV0TFHQ,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA18fn3ib1f1859109680,WCjw0v0g2c0908439172,[alt='Slip\\ Joint\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA18fn3ib1f1859109680,WCf1d4nx2c2492843185,[alt='Slip\\ Joint\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA18fn3ib1f1859109680,WCil7v222c13682407555,[alt='Slip\\ Joint\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA18fn3ib1f1859109680,WCsiogeu2c11079966292,[alt='Slip\\ Joint\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA18fn3ib1f1859109680,WCvueg0s2c13171891910,[alt='Slip\\ Joint\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA18fn3ib1f1859109680,WC12ql4oh2c01293824236,[alt='Slip\\ Joint\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA18fn3ib1f1859109680,WC1hnr9up2c03469296805,[alt='Slip\\ Joint\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA18fn3ib1f1859109680,WCw8123s2c11953449747,[alt='Slip\\ Joint\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",ACyibt6641584858212,WAf7rrti292709535560,,WAf7rrti292709535560,WC1fnx2ga2c24262414215,[data-test='product-01KKVP0P1GNPKYSCJ2M8M8N0HP'],,a,/product/01KKVP0P1GNPKYSCJ2M8M8N0HP,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAf7rrti292709535560,WC6y6tis2c11506250463,[href='\\/product\\/01KKVP0P1GNPKYSCJ2M8M8N0HP'],,a,/product/01KKVP0P1GNPKYSCJ2M8M8N0HP,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAf7rrti292709535560,WC1d2g7ql2c23658506286,[data-test='product-01KKVP0P1GNPKYSCJ2M8M8N0HP'],,a,/product/01KKVP0P1GNPKYSCJ2M8M8N0HP,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WC1ltfsbe2c23506740774,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WCi4wb3z2c12490523748,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WC1o42w3n2c13320276280,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WC1j7yxlp2c2228480357,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WCvj3fdt2c24149750175,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WC19mkdpi2c22819280062,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WCtsm48r2c21703663676,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WC1vitlie2c23873896600,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WCryeed52c2426153336,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WC34ho032c1644353659,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",ACl6ib095b2498190562,WA1hkrx7d29493401071,,WA1hkrx7d29493401071,WCclffce2c22351757555,[data-test='product-01KKVP0P1N5GSR5ACA1MVNM4YG'],,a,/product/01KKVP0P1N5GSR5ACA1MVNM4YG,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1hkrx7d29493401071,WC1389tlf2c13651157223,[href='\\/product\\/01KKVP0P1N5GSR5ACA1MVNM4YG'],,a,/product/01KKVP0P1N5GSR5ACA1MVNM4YG,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1hkrx7d29493401071,WC9zykmp2c22821971802,[data-test='product-01KKVP0P1N5GSR5ACA1MVNM4YG'],,a,/product/01KKVP0P1N5GSR5ACA1MVNM4YG,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WC1cqjd632b62018155311,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WChulp5h2b53559982760,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WCd8qfcf2b51206700403,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WC1a52ige2b62765115500,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WC1a1dafr2b656284209,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WC1y4zq302b62055365881,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WC1vxmi8n2b61303830551,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WC1e5ss4y2b52364124512,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC1iwkysn712349544835,WA1of8unh29546198554,,WA1of8unh29546198554,WC4ex0cc2c21812146681,[data-test='product-01KKVP0P7C8MFBW398YT5R4405'],,a,/product/01KKVP0P7C8MFBW398YT5R4405,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",ACsdlnp7743409108880,WA19h09al291850665652,,WA19h09al291850665652,WC15wb3ta2c2515995335,[data-test='product-01KKVP0P24ZRSET7X9SV67YVNR'],,a,/product/01KKVP0P24ZRSET7X9SV67YVNR,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA19h09al291850665652,WC3cdjhl2c3613174151,[data-test='product-01KKVP0P24ZRSET7X9SV67YVNR'],,a,/product/01KKVP0P24ZRSET7X9SV67YVNR,,Functional
