Requirement_ID,Requirement_Text,Relevant_Transition_ActionId_Concrete,Relevant_Transition_ActionId_Abstract,Transition_Notes,Relevant_Widget_AbstractID,Relevant_Widget_ConcreteID,Relevant_Widget_Selector,Relevant_Widget_Text,Relevant_Widget_Tag,Relevant_Widget_Href,Widget_Notes,Relevance_Type
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",ACd8npck642224052581,WA14b0dxg294242947743,,WA14b0dxg294242947743,WC1rz6jo82c22229352633,[data-test='product-01KKW0AAPPEVTSK14PK8T21D4Q'],,a,/product/01KKW0AAPPEVTSK14PK8T21D4Q,Not in widget tree,Orphan-Action
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA14b0dxg294242947743,WCntm50e2c22294161092,[data-test='product-01KKW0AAPPEVTSK14PK8T21D4Q'],,a,/product/01KKW0AAPPEVTSK14PK8T21D4Q,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WC19mkdpi2c22819280062,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WC1ltfsbe2c23506740774,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAdnso7y20933259610,WCbpyybi2c14081403783,[alt='Combination\\ Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC1cfjbp062348630708,WAw8q9rf29567058991,,WAw8q9rf29567058991,WCq2bw8w2c21859567817,[data-test='product-01KKW0AARK9M3AW573V123JVSJ'],,a,/product/01KKW0AARK9M3AW573V123JVSJ,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAw8q9rf29567058991,WC168kzo72c21648874216,[data-test='product-01KKW0AARK9M3AW573V123JVSJ'],,a,/product/01KKW0AARK9M3AW573V123JVSJ,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAw8q9rf29567058991,WC1s7ntzk2c21575986816,[data-test='product-01KKW0AARK9M3AW573V123JVSJ'],,a,/product/01KKW0AARK9M3AW573V123JVSJ,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1x61pca164024574366,WCifx38m2b5444897302,[alt='Wood\\ Saw'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1x61pca164024574366,WC8h7cv32b52080072473,[alt='Wood\\ Saw'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1x61pca164024574366,WCoh0rvf2b51013105987,[alt='Wood\\ Saw'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1x61pca164024574366,WCd1afcb2b41056521907,[alt='Wood\\ Saw'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC40bmc641164295624,WA1thuvrt292753253641,,WA1thuvrt292753253641,WCgsm0hi2c23152670431,[data-test='product-01KKW0AASP7KM4G40HFR49BMG0'],,a,/product/01KKW0AASP7KM4G40HFR49BMG0,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1thuvrt292753253641,WC8fncjs2c23375510425,[href='\\/product\\/01KKW0AASP7KM4G40HFR49BMG0'],,a,/product/01KKW0AASP7KM4G40HFR49BMG0,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1thuvrt292753253641,WC1a75cnx2c21802273299,[data-test='product-01KKW0AASP7KM4G40HFR49BMG0'],,a,/product/01KKW0AASP7KM4G40HFR49BMG0,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAoyyfav1c1038597689,WCuwjkyo2c5371757835,[alt='Ear\\ Protection'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAoyyfav1c1038597689,WC1ug7dp12c5818763561,[alt='Ear\\ Protection'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAoyyfav1c1038597689,WC10l90ir2c53734557198,[alt='Ear\\ Protection'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAoyyfav1c1038597689,WCh0k3rk2c41864444598,[alt='Ear\\ Protection'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",ACwml47n634222724272,WAut6cn293708798163,,WAut6cn293708798163,WC774jlf2c3147784003,[data-test='product-01KKW0AATHVGXTANG52Z2HRYWF'],,a,/product/01KKW0AATHVGXTANG52Z2HRYWF,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAb5523o1a2132815210,WC1h05cxx2c22067044403,[alt='Tool\\ Cabinet'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAb5523o1a2132815210,WCsyo5mw2c24056505030,[alt='Tool\\ Cabinet'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",ACadqxmt751224116753,WA14nnype293276566242,,WA14nnype293276566242,WCi63d4d2c13201185200,[data-test='product-01KKW0AASHS1ECS4NNYYAE8SZD'],,a,/product/01KKW0AASHS1ECS4NNYYAE8SZD,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA14nnype293276566242,WC1rki4ui2c11527188079,[href='\\/product\\/01KKW0AASHS1ECS4NNYYAE8SZD'],,a,/product/01KKW0AASHS1ECS4NNYYAE8SZD,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA14nnype293276566242,WCr5duhp2c1249573041,[data-test='product-01KKW0AASHS1ECS4NNYYAE8SZD'],,a,/product/01KKW0AASHS1ECS4NNYYAE8SZD,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA9yy4f91f352848470,WC1hysmq92c03830973697,[alt='Protective\\ Gloves'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA9yy4f91f352848470,WC11ard8p2c01700810340,[alt='Protective\\ Gloves'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA9yy4f91f352848470,WC1o0c6ch2c03651945079,[alt='Protective\\ Gloves'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA9yy4f91f352848470,WC1y4j1ry2c1133230806,[alt='Protective\\ Gloves'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",ACh0iox972595624527,WAxxsjnn29236801082,,WAxxsjnn29236801082,WC1vgv3we2c11748385822,[data-test='product-01KKW0AAR7F87R3QFPMNRVXPDY'],,a,/product/01KKW0AAR7F87R3QFPMNRVXPDY,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxxsjnn29236801082,WCu1nsb92c3346378686,[data-test='product-01KKW0AAR7F87R3QFPMNRVXPDY'],,a,/product/01KKW0AAR7F87R3QFPMNRVXPDY,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA15isp6r192772262052,WC1129ij32bc4001394932,[alt='Thor\\ Hammer'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA15isp6r192772262052,WChow3ra2ba21437344,[alt='Thor\\ Hammer'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA15isp6r192772262052,WC1uwo24r2bc4105190102,[alt='Thor\\ Hammer'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC1mf9rfl631398904114,WA1726fqm291870724576,,WA1726fqm291870724576,WCwz88i32c2894414742,[data-test='product-01KKW0AAVB7W2YTEQWFXVYRYPA'],,a,/product/01KKW0AAVB7W2YTEQWFXVYRYPA,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA1726fqm291870724576,WCn9a6v62c22334410433,[data-test='product-01KKW0AAVB7W2YTEQWFXVYRYPA'],,a,/product/01KKW0AAVB7W2YTEQWFXVYRYPA,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA19tfmm3202557854321,WC1qheb2t2c12452473328,[alt='Cordless\\ Drill\\ 12V'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA19tfmm3202557854321,WC3wc5g82c1328664101,[alt='Cordless\\ Drill\\ 12V'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WA19tfmm3202557854321,WC1782qwc2c23445615582,[alt='Cordless\\ Drill\\ 12V'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC947ls0652978886931,WAn51dwn294228970186,,WAn51dwn294228970186,WC13xeynv2c24064424411,[data-test='product-01KKW3R69YQKT83GBDAG6Y2WFM'],,a,/product/01KKW3R69YQKT83GBDAG6Y2WFM,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC5mtw9h64277475263,WAn51dwn294228970186,,WAn51dwn294228970186,WC13xeynv2c24064424411,[data-test='product-01KKW3R69YQKT83GBDAG6Y2WFM'],,a,/product/01KKW3R69YQKT83GBDAG6Y2WFM,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAn51dwn294228970186,WChuotxc2c13438531667,[href='\\/product\\/01KKW3R69YQKT83GBDAG6Y2WFM'],,a,/product/01KKW3R69YQKT83GBDAG6Y2WFM,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",AC1rzawot632923096682,WA1j3xm6e29470763092,,WA1j3xm6e29470763092,WC8g7a1m2c22425004911,[data-test='product-01KMG96DYMS8WEX6QVYA26JWVY'],,a,/product/01KMG96DYMS8WEX6QVYA26JWVY,,Linked
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",AC1ueel71732989486905,WAmya7f529590988873,,WAmya7f529590988873,WCyslhaj2c13053951135,[href='\\/product\\/01KKW3R6A6M4TNTX4N43C8DZ1F'],,a,/product/01KKW3R6A6M4TNTX4N43C8DZ1F,,Linked
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1q6gtw61e1824535171,WChqdyev2bf772185572,[alt='Long\\ Nose\\ Pliers'],,img,,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1q6gtw61e1824535171,WC10ky82w2bf1430061964,[alt='Long\\ Nose\\ Pliers'],,img,,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1q6gtw61e1824535171,WC1u5bcw62c12905325608,[alt='Long\\ Nose\\ Pliers'],,img,,,Functional
RQ14,"Given I am viewing a product detail page, when I scroll to the related items section, then I am presented with alternative or complementary product options.",,,,WA1q6gtw61e1824535171,WC1k5dhok2bf2576357347,[alt='Long\\ Nose\\ Pliers'],,img,,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",AC1r0q86n4f1617210643,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widgets,Linked
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widgets,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WCyf2u5p2a92197780029,[data-test='nav-categories'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WCchxc5z2a9405430054,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC12eps7r2a92965021518,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC6qt6aw2a91984885534,[href='\\#'],Catégories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1ugvkg62a94105575795,[href='\\#'],Kategorien,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WCfhsaoa2a93238102722,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WCeko9pi2a93121245346,[data-test='nav-categories'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC1lyri6k2a92428017068,[href='\\#'],Categories,a,#,,Functional
RQ15,"Given that the user visits the website, when the user hits the ""Special Tools"" menu item, then the special tools page is shown.",,,,WA1xuow6b1c3054557634,WC2c0jsy2a9688057606,[data-test='nav-categories'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",AC1r0q86n4f1617210643,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widgets,Linked
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widgets,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WCyf2u5p2a92197780029,[data-test='nav-categories'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WCchxc5z2a9405430054,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC12eps7r2a92965021518,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC6qt6aw2a91984885534,[href='\\#'],Catégories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1ugvkg62a94105575795,[href='\\#'],Kategorien,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WCfhsaoa2a93238102722,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WCeko9pi2a93121245346,[data-test='nav-categories'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC1lyri6k2a92428017068,[href='\\#'],Categories,a,#,,Functional
RQ16,"Given that the user visits the website, when the user hits the ""Rentals"" item, then the rental page is shown.",,,,WA1xuow6b1c3054557634,WC2c0jsy2a9688057606,[data-test='nav-categories'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",AC1r0q86n4f1617210643,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[data-test='nav-categories'],Categories,a,#,< 1 unique widgets,Linked
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widgets,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WCyf2u5p2a92197780029,[data-test='nav-categories'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WCchxc5z2a9405430054,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC12eps7r2a92965021518,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC6qt6aw2a91984885534,[href='\\#'],Catégories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC1ugvkg62a94105575795,[href='\\#'],Kategorien,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WCfhsaoa2a93238102722,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WCeko9pi2a93121245346,[data-test='nav-categories'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC1lyri6k2a92428017068,[href='\\#'],Categories,a,#,,Functional
RQ17,"Given that the user visits the website, when the user hits the ""Power Tools"" item, then the Power Tools page is shown.",,,,WA1xuow6b1c3054557634,WC2c0jsy2a9688057606,[data-test='nav-categories'],Categories,a,#,,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",AC16lay215a2711191630,WAski2wa113016184242,,WAski2wa113016184242,WC1o42kfc2931501154,[aria-label='Page-4'],4,a,,Only true in relaxed model due to numeric-only widget,Linked
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAski2wa113016184242,WCxxz0cs2931881095415,[aria-label='Page-4'],4,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAski2wa113016184242,WC17058gl293226877959,[aria-label='Page-4'],4,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAski2wa113016184242,WCcnc9l62933940692741,[aria-label='Page-4'],4,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAski2wa113016184242,WCcdh18u2933102370457,[aria-label='Page-4'],4,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",ACpi7f9s4c1974028204,WAqfne17113344939069,,WAqfne17113344939069,WCnd93in2932819217915,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Linked
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAqfne17113344939069,WC6wux4z2932881070065,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAqfne17113344939069,WC18xr2ml2931627164565,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAqfne17113344939069,WC1hzxaqe293493244773,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAqfne17113344939069,WCuh8o9x2931095595798,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",AC9ms18g4a3915028236,WAoasp64111559950418,,WAoasp64111559950418,WCo039nx2932177977845,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Linked
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAoasp64111559950418,WCtdo76n2932694298092,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAoasp64111559950418,WC2flajz2931227103131,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAoasp64111559950418,WCx29hrq2934232811269,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAoasp64111559950418,WC1gy1ybl2931248029963,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",ACkxsvkt4b516150124,WAm5y0b111727983778,,WAm5y0b111727983778,WC13w1tji2932042491968,[aria-label='Page-1'],1,a,,Only true in relaxed model due to numeric-only widget,Linked
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAm5y0b111727983778,WC1kuxnoa2933521341919,[aria-label='Page-1'],1,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAm5y0b111727983778,WCibjufk2932974327342,[aria-label='Page-1'],1,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAm5y0b111727983778,WC1cy81nb29369675696,[aria-label='Page-1'],1,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ18,"Given I am viewing a paginated list of products, when I click on a specific page number, then I am navigated directly to that specific page of results.",,,,WAm5y0b111727983778,WC9e7cu4293991411512,[aria-label='Page-1'],1,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ19,"Given I am on a paginated list of products past the first page, when I click the previous page button, then I am taken back to the preceding page of products.",AC1wr8te24e820228054,WA1mttbt5133429021924,,WA1mttbt5133429021924,WC1wfl2pd2933021316306,[aria-label='Previous'],,a,,,Linked
RQ19,"Given I am on a paginated list of products past the first page, when I click the previous page button, then I am taken back to the preceding page of products.",ACbrwh7j4e4141690586,WA1mttbt5133429021924,,WA1mttbt5133429021924,WC1av33lf2932095118012,[aria-label='Previous'],,a,,,Linked
RQ19,"Given I am on a paginated list of products past the first page, when I click the previous page button, then I am taken back to the preceding page of products.",AC1vkm10f4d3252439695,WA1mttbt5133429021924,,WA1mttbt5133429021924,WC1av33lf2932095118012,[aria-label='Previous'],,a,,,Linked
RQ19,"Given I am on a paginated list of products past the first page, when I click the previous page button, then I am taken back to the preceding page of products.",,,,WA1mttbt5133429021924,WCov0xq5293739774402,[aria-label='Previous'],,a,,,Functional
RQ19,"Given I am on a paginated list of products past the first page, when I click the previous page button, then I am taken back to the preceding page of products.",,,,WA1mttbt5133429021924,WC6gn8u22933381624354,[aria-label='Previous'],,a,,,Functional
RQ19,"Given I am on a paginated list of products past the first page, when I click the previous page button, then I am taken back to the preceding page of products.",,,,WA1mttbt5133429021924,WC1cfeov32933337411365,[aria-label='Previous'],,a,,,Functional
RQ20," Given I am viewing a paginated list of products, when I click the next page button, then I am taken forward to the subsequent page of products.",AC3t87s4b2361239246,WA1h9o5u5f2863946004,,WA1h9o5u5f2863946004,WC1xnyitu28f2085812583,[aria-label='Next'],,a,,,Linked
RQ20," Given I am viewing a paginated list of products, when I click the next page button, then I am taken forward to the subsequent page of products.",,,,WA1h9o5u5f2863946004,WC1qbczya28f546301671,[aria-label='Next'],,a,,,Functional
RQ20," Given I am viewing a paginated list of products, when I click the next page button, then I am taken forward to the subsequent page of products.",,,,WA1h9o5u5f2863946004,WC1fnmnbl28f4113536424,[aria-label='Next'],,a,,,Functional
RQ20," Given I am viewing a paginated list of products, when I click the next page button, then I am taken forward to the subsequent page of products.",,,,WA1h9o5u5f2863946004,WCk7cfyo28f3030888201,[aria-label='Next'],,a,,,Functional
RQ20," Given I am viewing a paginated list of products, when I click the next page button, then I am taken forward to the subsequent page of products.",,,,WA1h9o5u5f2863946004,WC1p5x9xi28f1353155941,[aria-label='Next'],,a,,,Functional
RQ20," Given I am viewing a paginated list of products, when I click the next page button, then I am taken forward to the subsequent page of products.",,,,WA1h9o5u5f2863946004,WC11ljisk28f3126022530,[aria-label='Next'],,a,,,Functional
RQ20," Given I am viewing a paginated list of products, when I click the next page button, then I am taken forward to the subsequent page of products.",,,,WA1h9o5u5f2863946004,WC1da123d28f1519785472,[aria-label='Next'],,a,,,Functional
RQ21,"Given that the user enters the incorrect credentials on the login page, when the user hits the ""login"" button, then the user is not logged in to the webpage.",AC1ruje084e216188012,WA1naow37153960956302,,WA1naow37153960956302,WC1n8b16329b3318047697,[data-test='nav-sign-in'],Sign in,a,/auth/login,,Linked
RQ22," Given that the user enters the correct credentials on the login page, when the user hits the ""login"" button, then the user is logged in to the webpage.",AC1ruje084e216188012,WA1naow37153960956302,,WA1naow37153960956302,WC1n8b16329b3318047697,[data-test='nav-sign-in'],Sign in,a,/auth/login,,Linked
RQ22," Given that the user enters the correct credentials on the login page, when the user hits the ""login"" button, then the user is logged in to the webpage.",,,,WA1naow37153960956302,WC12l24ir29b4237452944,[data-test='nav-sign-in'],Sign in,a,/auth/login,,Functional
