method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.1554054054054054,0.1554054054054054,0.13513513513513514,0.14189189189189189,0.1554054054054054,0.1554054054054054
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,5,gui_candidate,695,141,554,695,141,554,695,141,167,167,65,0.44680851063829785,0.09219858156028368,0.40734549138804454,0.14625689519306542,0.37284869976359336,0.3976359338061466
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,5,gui_candidate,692,128,564,692,128,564,692,128,143,143,57,0.4453125,0.0890625,0.416015625,0.1453373015873016,0.3938802083333333,0.4153645833333333
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,5,gui_candidate,664,54,610,664,54,610,664,54,70,70,26,0.4444444444444444,0.0962962962962963,0.3805555555555556,0.14591416813639038,0.3115123456790123,0.34382716049382717
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,actions_all,10,gui_candidate,165,164,1,165,164,1,165,164,200,200,3,0.018292682926829267,0.0018292682926829272,0.018292682926829267,0.003325942350332594,0.018292682926829267,0.018292682926829267
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,actions_orphan,10,gui_candidate,7,0,7,7,0,7,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,actions_with_linked_widget,10,gui_candidate,165,164,1,165,164,1,165,164,200,200,3,0.018292682926829267,0.0018292682926829272,0.018292682926829267,0.003325942350332594,0.018292682926829267,0.018292682926829267
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,combined_actions_and_linked_widgets,10,gui_candidate,829,218,611,829,218,611,829,218,270,270,35,0.12385321100917432,0.016055045871559634,0.11399082568807341,0.026667063823027127,0.09356860710645115,0.09892966360856269
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,combined_actions_and_widgets,10,gui_candidate,860,305,555,860,305,555,860,305,367,367,74,0.21639344262295082,0.024262295081967214,0.20222482435597192,0.041956275803913215,0.1837794041113713,0.19366120218579236
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,widgets_all_resolved,10,gui_candidate,695,141,554,695,141,554,695,141,167,167,71,0.44680851063829785,0.05035460992907802,0.4161600810536981,0.0868880111683616,0.376260413148711,0.3976359338061466
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,widgets_functional_resolved,10,gui_candidate,692,128,564,692,128,564,692,128,143,143,59,0.453125,0.04609375,0.421875,0.08236945346320347,0.3950892857142857,0.41648065476190477
LSI,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,LLMReq-GPT5-Strict,LSI Strict,LSI | LLMReq-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_GPT5.json,widgets_linked_resolved,10,gui_candidate,664,54,610,664,54,610,664,54,70,70,32,0.4444444444444444,0.05925925925925926,0.4046296296296297,0.09755491422158089,0.3221843768371546,0.34382716049382717
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_all,1,gui_candidate,259,214,45,259,214,45,259,214,262,262,35,0.16355140186915887,0.16355140186915887,0.13707165109034267,0.14392523364485982,0.16355140186915887,0.16355140186915887
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_orphan,1,gui_candidate,135,2,133,135,2,133,135,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_with_linked_widget,1,gui_candidate,258,213,45,258,213,45,258,213,261,261,35,0.1643192488262911,0.1643192488262911,0.13771517996870108,0.14460093896713616,0.1643192488262911,0.1643192488262911
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,1,gui_candidate,838,290,548,838,290,548,838,290,354,354,56,0.19310344827586207,0.19310344827586207,0.17097701149425287,0.17655172413793105,0.19310344827586207,0.19310344827586207
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,combined_actions_and_widgets,1,gui_candidate,870,368,502,870,368,502,870,368,447,447,83,0.22554347826086957,0.22554347826086957,0.20117753623188406,0.2072463768115942,0.22554347826086957,0.22554347826086957
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_all_resolved,1,gui_candidate,611,154,457,611,154,457,611,154,185,185,48,0.3116883116883117,0.3116883116883117,0.2902597402597403,0.29523809523809524,0.3116883116883117,0.3116883116883117
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_functional_resolved,1,gui_candidate,611,148,463,611,148,463,611,148,171,171,47,0.31756756756756754,0.31756756756756754,0.30067567567567566,0.30495495495495495,0.31756756756756754,0.31756756756756754
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_linked_resolved,1,gui_candidate,579,76,503,579,76,503,579,76,92,92,21,0.27631578947368424,0.27631578947368424,0.26644736842105265,0.26842105263157895,0.27631578947368424,0.27631578947368424
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_all,3,gui_candidate,259,214,45,259,214,45,259,214,262,262,54,0.22897196261682243,0.08411214953271028,0.19003115264797507,0.11186025812194035,0.1647196261682243,0.19470404984423675
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_orphan,3,gui_candidate,135,2,133,135,2,133,135,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_with_linked_widget,3,gui_candidate,258,213,45,258,213,45,258,213,261,261,54,0.2300469483568075,0.08450704225352113,0.19092331768388104,0.11238542365302928,0.16549295774647887,0.19561815336463223
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,3,gui_candidate,838,290,548,838,290,548,838,290,354,354,79,0.25517241379310346,0.09080459770114942,0.2238505747126437,0.12490968801313627,0.19798850574712643,0.22241379310344828
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,combined_actions_and_widgets,3,gui_candidate,870,368,502,870,368,502,870,368,447,447,108,0.27445652173913043,0.09782608695652174,0.2442028985507246,0.13521609730848863,0.22509057971014493,0.24909420289855075
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_all_resolved,3,gui_candidate,611,154,457,611,154,457,611,154,185,185,54,0.33766233766233766,0.11688311688311688,0.3194805194805195,0.16767161410018555,0.308982683982684,0.3246753246753247
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_functional_resolved,3,gui_candidate,611,148,463,611,148,463,611,148,171,171,53,0.34459459459459457,0.11936936936936936,0.3310810810810811,0.1727799227799228,0.31925675675675674,0.3310810810810811
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_linked_resolved,3,gui_candidate,579,76,503,579,76,503,579,76,92,92,25,0.32894736842105265,0.10964912280701752,0.3190789473684211,0.16165413533834588,0.2916666666666667,0.30043859649122806
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_all,5,gui_candidate,259,214,45,259,214,45,259,214,262,262,63,0.22897196261682243,0.0588785046728972,0.21105919003115264,0.08908173861444892,0.17445482866043616,0.19470404984423675
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_orphan,5,gui_candidate,135,2,133,135,2,133,135,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_with_linked_widget,5,gui_candidate,258,213,45,258,213,45,258,213,261,261,63,0.2300469483568075,0.05915492957746479,0.21205007824726133,0.08949996273939938,0.1752738654147105,0.19561815336463223
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,5,gui_candidate,838,290,548,838,290,548,838,290,354,354,93,0.27241379310344827,0.06413793103448276,0.24885057471264369,0.09896004378763001,0.20716954022988504,0.22655172413793104
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,combined_actions_and_widgets,5,gui_candidate,870,368,502,870,368,502,870,368,447,447,122,0.28532608695652173,0.06630434782608696,0.26331521739130437,0.10278424775707384,0.23172554347826088,0.2516757246376811
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_all_resolved,5,gui_candidate,611,154,457,611,154,457,611,154,185,185,59,0.36363636363636365,0.07662337662337662,0.3359307359307359,0.12182539682539684,0.3113095238095238,0.3308441558441559
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_functional_resolved,5,gui_candidate,611,148,463,611,148,463,611,148,171,171,54,0.35135135135135137,0.07297297297297298,0.33783783783783783,0.11851136851136852,0.31981981981981983,0.3327702702702703
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_linked_resolved,5,gui_candidate,579,76,503,579,76,503,579,76,92,92,30,0.39473684210526316,0.07894736842105263,0.35526315789473684,0.12677527151211362,0.29928728070175437,0.31622807017543864
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_all,10,gui_candidate,259,214,45,259,214,45,259,214,262,262,64,0.2336448598130841,0.029906542056074768,0.21573208722741433,0.051408093464168234,0.17512238540275923,0.19537160658655986
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_orphan,10,gui_candidate,135,2,133,135,2,133,135,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,actions_with_linked_widget,10,gui_candidate,258,213,45,258,213,45,258,213,261,261,64,0.2347417840375587,0.030046948356807514,0.2167449139280125,0.051649446015643204,0.17594455622624636,0.19628884417616813
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,10,gui_candidate,838,290,548,838,290,548,838,290,354,354,98,0.2793103448275862,0.033793103448275866,0.2591954022988506,0.05850586195413782,0.209381157635468,0.22761904761904764
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,combined_actions_and_widgets,10,gui_candidate,870,368,502,870,368,502,870,368,447,447,127,0.2907608695652174,0.03451086956521739,0.27119565217391306,0.05987726042073868,0.23352419772256727,0.25251682194616976
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_all_resolved,10,gui_candidate,611,154,457,611,154,457,611,154,185,185,63,0.37012987012987014,0.040909090909090916,0.3482683982683983,0.07164610281493398,0.31467996289424865,0.3319264069264069
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_functional_resolved,10,gui_candidate,611,148,463,611,148,463,611,148,171,171,55,0.3581081081081081,0.037162162162162164,0.34459459459459457,0.06652919152919154,0.32094594594594594,0.3338963963963964
LSI,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,LSI Strict,LSI | LLMReq-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,gold,backward,Results IR New\LSI\lsi_backward_matches_Llmreq_Gemma3.json,widgets_linked_resolved,10,gui_candidate,579,76,503,579,76,503,579,76,92,92,34,0.40789473684210525,0.044736842105263165,0.3815789473684211,0.07849168375484165,0.3058466478696742,0.31842105263157894
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_all,1,gui_candidate,152,148,4,152,148,4,152,148,204,204,24,0.16216216216216217,0.16216216216216217,0.125,0.13095238095238093,0.16216216216216217,0.16216216216216217
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_orphan,1,gui_candidate,71,15,56,71,15,56,71,15,44,44,4,0.26666666666666666,0.26666666666666666,0.04444444444444444,0.07619047619047618,0.26666666666666666,0.26666666666666666
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_with_linked_widget,1,gui_candidate,143,135,8,143,135,8,143,135,169,169,20,0.14814814814814814,0.14814814814814814,0.13209876543209875,0.13509700176366843,0.14814814814814814,0.14814814814814814
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,combined_actions_and_linked_widgets,1,gui_candidate,513,192,321,513,192,321,513,192,267,267,36,0.1875,0.1875,0.14409722222222224,0.15277777777777776,0.1875,0.1875
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,combined_actions_and_widgets,1,gui_candidate,541,229,312,541,229,312,541,229,310,310,42,0.18340611353711792,0.18340611353711792,0.1470160116448326,0.15429403202328967,0.18340611353711792,0.18340611353711792
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_all_resolved,1,gui_candidate,389,81,308,389,81,308,389,81,106,106,18,0.2222222222222222,0.2222222222222222,0.18724279835390945,0.1969429747207525,0.2222222222222222,0.2222222222222222
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_functional_resolved,1,gui_candidate,385,69,316,385,69,316,385,69,83,83,13,0.18840579710144928,0.18840579710144928,0.18115942028985507,0.18357487922705312,0.18840579710144928,0.18840579710144928
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,widgets_linked_resolved,1,gui_candidate,361,44,317,361,44,317,361,44,63,63,12,0.2727272727272727,0.2727272727272727,0.20833333333333331,0.2261904761904762,0.2727272727272727,0.2727272727272727
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_all,3,gui_candidate,152,148,4,152,148,4,152,148,204,204,45,0.21621621621621623,0.10135135135135136,0.19594594594594594,0.11689189189189189,0.1891891891891892,0.1891891891891892
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_orphan,3,gui_candidate,71,15,56,71,15,56,71,15,44,44,12,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.17777777777777776,0.26666666666666666,0.26666666666666666
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,actions_with_linked_widget,3,gui_candidate,143,135,8,143,135,8,143,135,169,169,33,0.2074074074074074,0.08148148148148149,0.2,0.10839506172839505,0.17777777777777778,0.17777777777777778
LSI,IR,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,LSI Relaxed,LSI | Focus-GPT5-Relaxed,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,gold,backward,Results Relaxed IR New\LSI\lsi_backward_matches_relaxed_Focus_GPT5.json,combined_actions_and_linked_widgets,3,gui_candidate,513,192,321,513,192,321,513,192,267,267,70,0.2760416666666667,0.12152777777777778,0.24913194444444445,0.146875,0.22019675925925927,0.22743055555555555
