method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.14935064935064934,0.14935064935064934,0.12987012987012986,0.13636363636363635,0.14935064935064934,0.14935064935064934
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,widgets_linked_resolved,5,gui_candidate,584,76,508,584,76,508,584,76,92,92,36,0.059931506849315065,0.012328767123287671,0.05607876712328767,0.019814090019569474,0.05058504566210046,0.05279680365296804
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,actions_all,10,gui_candidate,273,214,59,273,214,59,273,214,262,262,96,0.31868131868131866,0.03516483516483517,0.2960927960927961,0.062019787294512574,0.24827024827024824,0.27055352055352055
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,actions_orphan,10,gui_candidate,166,2,164,166,2,164,166,2,2,2,1,0.006024096385542169,0.0006024096385542169,0.006024096385542169,0.001095290251916758,0.006024096385542169,0.006024096385542169
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,actions_with_linked_widget,10,gui_candidate,273,213,60,273,213,60,273,213,261,261,95,0.315018315018315,0.0347985347985348,0.2924297924297924,0.0613537866285119,0.2446072446072446,0.2668905168905169
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,combined_actions_and_linked_widgets,10,gui_candidate,857,290,567,857,290,567,857,290,354,354,136,0.14352392065344224,0.015869311551925322,0.13457798521975883,0.027934725717689547,0.11403057917060251,0.12235835602230001
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,combined_actions_and_widgets,10,gui_candidate,895,368,527,895,368,527,895,368,447,447,170,0.17318435754189945,0.01899441340782123,0.16271880819366852,0.03345838519022877,0.1413414471934025,0.15137181874612043
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,widgets_all_resolved,10,gui_candidate,622,154,468,622,154,468,622,154,185,185,74,0.10932475884244373,0.011897106109324759,0.10418006430868167,0.020922592948316422,0.09440967437350074,0.09906216505894963
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,widgets_functional_resolved,10,gui_candidate,618,148,470,618,148,470,618,148,171,171,69,0.10841423948220065,0.011165048543689321,0.1040992448759439,0.020006153501299133,0.0945394770637489,0.0979118508244722
VSM,IR,Relaxed,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Relaxed,VSM Relaxed,VSM | LLMReq-Gemma3-Relaxed,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,all,backward,Results Relaxed IR New\VSM\vsm_backward_matches_relaxed_Llmreq_Gemma3.json,widgets_linked_resolved,10,gui_candidate,584,76,508,584,76,508,584,76,92,92,40,0.06164383561643835,0.00684931506849315,0.059075342465753425,0.012001126727154124,0.05127813111545988,0.053082191780821915
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,31,0.2012987012987013,0.2012987012987013,0.15476190476190477,0.16512059369202226,0.2012987012987013,0.2012987012987013
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_orphan,1,gui_candidate,86,15,71,86,15,71,86,15,44,44,4,0.046511627906976744,0.046511627906976744,0.007751937984496124,0.013289036544850497,0.046511627906976744,0.046511627906976744
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_with_linked_widget,1,gui_candidate,145,135,10,145,135,10,145,135,169,169,27,0.18620689655172415,0.18620689655172415,0.15977011494252874,0.16748768472906403,0.18620689655172415,0.18620689655172415
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,combined_actions_and_linked_widgets,1,gui_candidate,429,192,237,429,192,237,429,192,267,267,41,0.09557109557109557,0.09557109557109557,0.07381507381507382,0.07908757908757909,0.09557109557109557,0.09557109557109557
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,combined_actions_and_widgets,1,gui_candidate,451,229,222,451,229,222,451,229,310,310,48,0.10643015521064302,0.10643015521064302,0.08573540280857353,0.09075071270193222,0.10643015521064302,0.10643015521064302
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_all_resolved,1,gui_candidate,297,81,216,297,81,216,297,81,106,106,17,0.05723905723905724,0.05723905723905724,0.04994388327721661,0.05218855218855219,0.05723905723905724,0.05723905723905724
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_functional_resolved,1,gui_candidate,297,69,228,297,69,228,297,69,83,83,13,0.04377104377104377,0.04377104377104377,0.04208754208754209,0.04264870931537598,0.04377104377104377,0.04377104377104377
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_linked_resolved,1,gui_candidate,275,44,231,275,44,231,275,44,63,63,10,0.03636363636363636,0.03636363636363636,0.028484848484848484,0.03090909090909091,0.03636363636363636,0.03636363636363636
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_all,3,gui_candidate,154,148,6,154,148,6,154,148,204,204,76,0.38311688311688313,0.16450216450216448,0.3625541125541126,0.2082972582972583,0.2904040404040404,0.2911255411255411
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_orphan,3,gui_candidate,86,15,71,86,15,71,86,15,44,44,12,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.031007751937984496,0.046511627906976744,0.046511627906976744
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_with_linked_widget,3,gui_candidate,145,135,10,145,135,10,145,135,169,169,64,0.3793103448275862,0.1471264367816092,0.37126436781609196,0.2028352490421456,0.28084291187739463,0.28160919540229884
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,combined_actions_and_linked_widgets,3,gui_candidate,429,192,237,429,192,237,429,192,267,267,97,0.17715617715617715,0.07536907536907536,0.16666666666666666,0.0966070966070966,0.1333851333851334,0.13558663558663558
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,combined_actions_and_widgets,3,gui_candidate,451,229,222,451,229,222,451,229,310,310,104,0.18403547671840353,0.07686622320768662,0.17405764966740578,0.0996550874599655,0.14239960581423997,0.14449371766444938
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_all_resolved,3,gui_candidate,297,81,216,297,81,216,297,81,106,106,28,0.08080808080808081,0.03142536475869809,0.07631874298540965,0.043322109988776655,0.06565656565656566,0.06846240179573512
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_functional_resolved,3,gui_candidate,297,69,228,297,69,228,297,69,83,83,17,0.05387205387205387,0.01907968574635241,0.05387205387205387,0.027946127946127948,0.04826038159371493,0.04826038159371493
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_linked_resolved,3,gui_candidate,275,44,231,275,44,231,275,44,63,63,21,0.06181818181818182,0.025454545454545455,0.05696969696969697,0.03406060606060606,0.045454545454545456,0.048484848484848485
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_all,5,gui_candidate,154,148,6,154,148,6,154,148,204,204,88,0.38311688311688313,0.1142857142857143,0.37554112554112556,0.15823354135042447,0.2914069264069264,0.2911255411255411
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_orphan,5,gui_candidate,86,15,71,86,15,71,86,15,44,44,20,0.046511627906976744,0.046511627906976744,0.03875968992248062,0.042283298097251586,0.046511627906976744,0.046511627906976744
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_with_linked_widget,5,gui_candidate,145,135,10,145,135,10,145,135,169,169,68,0.3793103448275862,0.09379310344827588,0.3758620689655172,0.14297656366621886,0.28190804597701147,0.28160919540229884
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,combined_actions_and_linked_widgets,5,gui_candidate,429,192,237,429,192,237,429,192,267,267,117,0.1888111888111888,0.05454545454545455,0.18414918414918416,0.07728887274341821,0.1376845376845377,0.13826728826728826
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,combined_actions_and_widgets,5,gui_candidate,451,229,222,451,229,222,451,229,310,310,124,0.1951219512195122,0.054988913525498895,0.19068736141906872,0.0786923719296225,0.14648928307464892,0.14704360679970435
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_all_resolved,5,gui_candidate,297,81,216,297,81,216,297,81,106,106,36,0.09764309764309764,0.024242424242424242,0.09483726150392817,0.03744880260031776,0.07134680134680135,0.07233445566778901
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_functional_resolved,5,gui_candidate,297,69,228,297,69,228,297,69,83,83,23,0.07407407407407407,0.01548821548821549,0.07407407407407407,0.025493025493025494,0.05297418630751964,0.05297418630751964
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_linked_resolved,5,gui_candidate,275,44,231,275,44,231,275,44,63,63,29,0.08,0.021090909090909094,0.07696969696969698,0.03195985832349469,0.0516,0.05266666666666666
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_all,10,gui_candidate,154,148,6,154,148,6,154,148,204,204,95,0.38311688311688313,0.06168831168831169,0.38311688311688313,0.09769775678866588,0.29264842300556587,0.2911255411255411
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_orphan,10,gui_candidate,86,15,71,86,15,71,86,15,44,44,24,0.046511627906976744,0.027906976744186046,0.046511627906976744,0.03488372093023255,0.046511627906976744,0.046511627906976744
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,actions_with_linked_widget,10,gui_candidate,145,135,10,145,135,10,145,135,169,169,71,0.3793103448275862,0.04896551724137931,0.3793103448275862,0.08307210031347963,0.2832266009852217,0.28160919540229884
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,combined_actions_and_linked_widgets,10,gui_candidate,429,192,237,429,192,237,429,192,267,267,131,0.19347319347319347,0.030536130536130534,0.1919191919191919,0.048919805912812905,0.1394731811398478,0.13885928885928886
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,combined_actions_and_widgets,10,gui_candidate,451,229,222,451,229,222,451,229,310,310,139,0.2017738359201774,0.030820399113082042,0.19881744271988175,0.04969660790059904,0.14831385867971233,0.14797627846408334
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_all_resolved,10,gui_candidate,297,81,216,297,81,216,297,81,106,106,44,0.10774410774410774,0.014814814814814815,0.10325476992143659,0.024807123291971777,0.07347371421445496,0.07375073486184598
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_functional_resolved,10,gui_candidate,297,69,228,297,69,228,297,69,83,83,25,0.08080808080808081,0.008417508417508417,0.07631874298540965,0.015014166529318043,0.05328594587853847,0.053909465020576135
LSI,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,LSI Strict,LSI | Focus-GPT5-Strict,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_GPT5.json,widgets_linked_resolved,10,gui_candidate,275,44,231,275,44,231,275,44,63,63,36,0.08727272727272728,0.01309090909090909,0.08484848484848484,0.02160415342233524,0.05369504569504569,0.05359018759018759
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,actions_all,1,gui_candidate,233,204,29,233,204,29,233,204,272,272,39,0.16738197424892703,0.16738197424892703,0.1452074391988555,0.14919272430002042,0.16738197424892703,0.16738197424892703
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,actions_orphan,1,gui_candidate,100,5,95,100,5,95,100,5,20,20,2,0.02,0.02,0.011666666666666667,0.012857142857142855,0.02,0.02
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,actions_with_linked_widget,1,gui_candidate,233,201,32,233,201,32,233,201,259,259,37,0.15879828326180256,0.15879828326180256,0.1402002861230329,0.143674637236869,0.15879828326180256,0.15879828326180256
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,combined_actions_and_linked_widgets,1,gui_candidate,623,271,352,623,271,352,623,271,357,357,47,0.0754414125200642,0.0754414125200642,0.0655430711610487,0.06756860047389743,0.0754414125200642,0.0754414125200642
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,combined_actions_and_widgets,1,gui_candidate,678,337,341,678,337,341,678,337,429,429,55,0.08112094395280237,0.08112094395280237,0.07055063913470994,0.07290349768225875,0.08112094395280237,0.08112094395280237
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,widgets_all_resolved,1,gui_candidate,445,133,312,445,133,312,445,133,157,157,16,0.035955056179775284,0.035955056179775284,0.03146067415730337,0.03295880149812734,0.035955056179775284,0.035955056179775284
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,widgets_functional_resolved,1,gui_candidate,444,128,316,444,128,316,444,128,150,150,16,0.036036036036036036,0.036036036036036036,0.03153153153153153,0.03303303303303303,0.036036036036036036,0.036036036036036036
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,widgets_linked_resolved,1,gui_candidate,390,67,323,390,67,323,390,67,85,85,8,0.020512820512820513,0.020512820512820513,0.017948717948717947,0.018803418803418803,0.020512820512820513,0.020512820512820513
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,actions_all,3,gui_candidate,233,204,29,233,204,29,233,204,272,272,69,0.2446351931330472,0.09871244635193133,0.23032904148783975,0.12727706247019552,0.20433953266571295,0.20529327610872677
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,actions_orphan,3,gui_candidate,100,5,95,100,5,95,100,5,20,20,5,0.03,0.016666666666666666,0.016666666666666666,0.013888888888888888,0.021111111111111112,0.023333333333333334
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,actions_with_linked_widget,3,gui_candidate,233,201,32,233,201,32,233,201,259,259,64,0.2317596566523605,0.09155937052932761,0.22317596566523606,0.12131616595135908,0.19527896995708155,0.19527896995708155
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,combined_actions_and_linked_widgets,3,gui_candidate,623,271,352,623,271,352,623,271,357,357,83,0.11075441412520064,0.04440877474585339,0.10460139111824505,0.05803459960763332,0.09207240948813983,0.09283039058319957
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,combined_actions_and_widgets,3,gui_candidate,678,337,341,678,337,341,678,337,429,429,92,0.11209439528023599,0.04523107177974434,0.10644051130776795,0.059373975745657157,0.09541953457882661,0.09636184857423795
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,widgets_all_resolved,3,gui_candidate,445,133,312,445,133,312,445,133,157,157,23,0.04269662921348315,0.017228464419475654,0.04157303370786517,0.023820224719101123,0.03838951310861423,0.03932584269662921
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,widgets_functional_resolved,3,gui_candidate,444,128,316,444,128,316,444,128,150,150,21,0.038288288288288286,0.015765765765765764,0.038288288288288286,0.021846846846846846,0.03678678678678678,0.037162162162162164
LSI,IR,Strict,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Strict,LSI Strict,LSI | Focus-Gemma3-Strict,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,all,backward,Results IR New\LSI\lsi_backward_matches_Focus_Gemma3.json,widgets_linked_resolved,3,gui_candidate,390,67,323,390,67,323,390,67,85,85,14,0.03076923076923077,0.011965811965811965,0.029487179487179487,0.016666666666666666,0.025,0.02564102564102564
